"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
776164,050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531-8359,DEL NORTE,99905,R,STH,1,2,01/01/2023,12/31/2023,263.91,,,3527,81,7257,39,14235,,806,22,2031,49,,3147,44,5454,33,12045,,806,22,2031,1535487,3251052,2505230,4795723,36962329,69077970,4376859,101457355,121419563,235699897,357119460,7644865,,36983829,,,,3655589,,,49179249,-38484382,1206319,779843,,26038639,482823,832924,53849749,746504,,34995886,77721,,20219025,,3770720,3770720,50028384,3810862,3751817,,,72375,438551,8073606,,,,486820,486820,8560426,41295972,41467958,50028384,,7753952,2475104,,306872,0.12,599247,,121964358,238684275,360648633,252692996,107955637,106040299,1915338,2383624,4298962,,4298962,0.284099,18319173,103571168,,
776168,050528,MEMORIAL HOSPITAL - LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635-,MERCED,32900,R,STH,1,2,01/01/2023,12/31/2023,218.33,,,1344,175,5621,26,9490,,386,105,1808,26,,1252,80,4317,22,8030,,386,105,1808,2040233,6387234,3470789,5294049,32957142,49885066,2494760,75285225,93174708,263823296,356998004,8235505,627931,32977142,,,,2469416,20628,,58389338,-45220751,400084,95177,,29110323,917817,1752520,14270019,,4472281,16753139,247325,,10244128,,1595007,1595007,40949458,2563409,2275769,,,8125,125239,4972542,,,,506713,506713,5479255,35470203,35470203,40949458,,2801251,1301917,,123096,0.12,1788228,,93463239,267260119,360723358,250916514,109806844,82842208,26964636,2826652,29791288,,29791288,0.210884,21608845,172457389,,
776169,050561,KFH - WEST LOS ANGELES,6041 CADILLAC  AVENUE,LOS ANGELES,CA,90034-,LOS ANGELES,31084,R,STH,1,2,01/01/2023,12/31/2023,877.68,11.01,,2489,5398,45661,265,96725,,462,118,10001,265,,1037,2539,35734,222,81030,,462,118,10001,1302849,3500069,2136086,35297393,121344768,381732764,11096201,472559429,753940530,1231076961,1985017491,30747717,,110767548,71890276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561139,1886675,,227345,0.1221,55706230,15678,736590901,1210632006,1947222907,1433876678,513346229,502810530,10535699,1217001,11752700,,11752700,0.238063,30769807,268546350,,687
776172,050588,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,31084,U,STH,1,4,01/01/2023,12/31/2023,235.22,,,3639,395,14198,101,36865,,746,103,3135,101,,2992,315,11789,93,33945,,746,103,3135,55539,3274386,723262,723262,23024730,40747857,1517778,55370157,188783324,118667283,307450607,4345983,,23024730,7554128,,,63674,,,97557131,-87487446,1133014,434863,2696,22788145,4799741,,12559131,254235,,26150643,,,15188733,,,,37976878,1777691,1910803,320325,,,101114,15589745,,,,21361549,21361549,36951294,1025584,1025584,37976878,,7026164,3477489,,428550,0.1632,14537058,,188783324,118667283,307450607,240249001,67201606,63772587,3429019,1077627,4506646,,4506646,0.180094,25511112,67700192,,
776173,050604,KFH- SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,41940,U,STH,1,2,01/01/2023,12/31/2023,1024.05,32.27,,2653,431,50432,221,83940,,392,116,11807,221,,2443,364,40633,211,76237,,392,116,11807,795710,3083079,1454160,13290477,190766091,435718459,5176626,493718151,1018294132,1293451720,2311745852,47098134,,176496263,98214645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361812,1431645,,,,82157875,486099,1018294131,1293451719,2311745850,1679690658,632055192,560764282,71290910,7322872,78613782,,78613782,0.213569,22135085,159065228,2885,8060
776174,050609,KFH - OC-ANAHEIM,3440 E. LA PALMA AVENUE,ANAHEIM,CA,92806-2020,ORANGE,11244,R,STH,1,2,01/01/2023,12/31/2023,2025.69,30.76,,2220,7043,115448,526,191990,,475,101,25812,526,,2022,1564,86992,431,157315,,475,101,25812,1180251,3460027,2042943,30043394,306108507,744022294,44775032,961908782,1839598302,2018360933,3857959235,79982884,,309092719,146799153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4831841,2027466,,79739,0.0465,129718636,220993,1815436810,1979875785,3795312595,2609028471,1186284124,1050130801,136153323,3237628,139390951,,139390951,0.249331,50312766,314093382,,
776176,050674,KFH - SOUTH SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,40900,R,STH,1,2,01/01/2023,12/31/2023,1450.31,24.21,,4039,10788,69595,233,85045,,809,341,15528,233,,3376,6519,53913,203,74095,,809,341,15528,1059896,5081732,2147819,61442715,275420690,610491343,12533428,725147215,1660541097,1726656734,3387197831,69997847,,261003132,148791295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10636675,3394228,,542295,0.1546,101638900,461055,1660541097,1726656734,3387197831,2566401137,820796694,790738277,30058417,7548461,37606878,,37606878,0.214085,70800466,607680885,38914,63494
776177,050686,KFH - RIVERSIDE,10800 MAGNOLIA AVE,RIVERSIDE,CA,92505-,RIVERSIDE,40140,R,STH,1,2,01/01/2023,12/31/2023,1227.24,31.82,,1811,4658,47349,225,82125,,277,80,10042,225,,1151,856,33661,184,67160,,277,80,10042,810081,2518894,1457527,23291227,183858226,417020157,35081869,510737226,712793282,1274229414,1987022696,43019155,,173357244,69872923,,354430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3807154,678024,,79949,0.0713,49962160,289689,695593786,1245178702,1940772488,1372255383,568517105,600878383,-32361278,1404332,-30956946,,-30956946,0.257036,25542034,184315559,,
776180,050854,ANAHEIM COMMUNITY HOSPITAL,3352 W BALL RD,ANAHEIM,CA,92804,ORANGE,11244,U,STH,1,4,02/03/2023,12/31/2023,147.75,,,931,7782,17886,98,32536,,70,826,1333,98,,931,7782,17886,98,32536,,70,826,1333,20886,34539,32975,32975,13584586,12773741,1056458,23020329,42784226,863148,43647374,614105,,13584586,,,,1184130,,,10561949,,116245,421114,,12283438,,,,1608889,,,,,1608889,,74855,74855,13967182,32672858,,,,,1175363,33848221,,,,212384,212384,34060605,-20093423,-20093423,13967182,,593747,95944,,20691,0.12,,,42784226,863148,43647374,26648439,16998935,26636785,-9637850,2977026,-6660824,,-6660824,0.527416,,,,
776186,061301,RIO GRANDE HOSPITAL,310 COUNTY ROAD 14,DEL NORTE,CO,81132,RIO GRANDE,99906,R,CAH,1,2,01/01/2023,12/31/2023,136.1,,,1462,235,2675,17,6205,,303,89,651,17,,931,235,1931,17,6205,,303,89,651,177970,1083294,703935,1422806,12493243,19168696,792102,24736338,6420206,41604483,48024689,,,,,,,7061336,23527073,,13314223,-9642527,1356227,452835,,36088986,358226,,27496001,,,5679534,,,15722735,1750600,5082672,6833272,58644993,2138033,1425584,,372571,,1260,4686718,12086744,6443133,,1139171,19669048,24355766,34289227,34289227,58644993,,,,,,,,,6819970,48843475,55663445,26102894,29560551,31661939,-2101388,3687159,1585771,,1585771,0.515075,3605842,8383147,40548,91854
776188,061320,GUNNISON VALLEY HOSPITAL,711 NORTH TAYLOR STREET,GUNNISON,CO,81230,GUNNISON,99906,R,CAH,1,9,01/01/2023,12/31/2023,327.64,,,981,235,2234,20,7300,,184,84,513,20,,546,151,1366,20,7300,,184,84,513,1956253,2077646,2965302,4370136,30989115,40340113,3218474,58329265,13563898,104197762,117761660,,,,,,,4278159,,,8957188,,2796008,1864038,,17895393,5728521,,31974412,,,22568543,,,30965569,45831750,102720,74818668,123679630,2465102,3308704,,1972883,,887706,8634395,,19297008,,,19297008,27931403,95748226,95748226,123679629,,,,,,,,,13683598,121064648,134748246,62963717,71784529,71329228,455301,6114288,6569589,2077646,4491943,0.495316,7878719,23590061,431889,442812
776189,063301,CHILDRENS HOSPITAL COLORADO,13123 EAST 16TH AVENUE,AURORA,CO,80045-7106,ADAMS,19740,U,CH,7,2,01/01/2023,12/31/2023,6672,274.01,,234,60471,118772,497,168875,,37,7057,15638,497,,137,34327,67164,311,104223,,37,7057,15638,,,,,638516678,977469759,24172473,1249045457,2273144449,1828019954,4101164403,,,,,,,131625031,,,545277769,-292031542,23499438,21400461,,506822224,38023300,30714367,1093022688,46029216,,591552302,,,1014791020,416403410,163329578,579732988,2101346232,103988627,69413666,14475374,44282184,7381004,26803193,99679987,,618046617,,38680798,656727415,756407402,1175252226,1344938830,2101346232,,,,,,,,,2273209197,1848414870,4121624067,2647331373,1474292694,1615986437,-141693743,206337664,64643921,,64643921,,,,,
776194,100055,ADVENTHEALTH - NORTH PINELLAS,1395 S PINELLAS AVENUE,TARPON SPRINGS,FL,34689,PINELLAS,45300,U,STH,1,2,01/01/2023,12/31/2023,740.22,,,6557,566,27660,136,49640,,1453,150,6783,168,,6148,481,25625,123,44895,,1453,150,6783,7475731,6290001,8599549,21243106,61915424,111398527,7004063,153442758,478492485,431422273,909914758,12573844,,61915424,883664,,,-49618489,,,29863364,-7164065,4274580,2873069,75709,-19639557,10433760,1174688,48345285,,25955589,39184832,,,80688062,4058290,10219699,14277989,75326494,5582721,6027069,,937792,,11703467,24251049,,41767941,,3973455,45741396,69992445,5334049,5334049,75326494,,10228574,3132363,,202418,0.0606,,,476089610,440364306,916453916,752892155,163561761,173322115,-9760354,1897064,-7863290,,-7863290,0.168634,3668410,97004681,,
776196,100268,WEST BOCA MEDICAL CENTER,21644 STATE ROAD 7,BOCA RATON,FL,33428,PALM BEACH,48424,U,STH,1,4,01/01/2023,12/31/2023,550.2,2,,5068,4172,32731,195,71175,,1479,183,8586,195,,4375,1395,21082,140,51100,,1479,183,8586,6267197,17822419,7847291,13696571,59040542,131269984,6766232,160581400,929961340,1029769947,1959731287,11951272,,58965961,407738,,,,,,129022331,-106344445,4266768,681666,,47859284,3360911,1093900,62351236,14632507,,78443581,,9823753,52371057,35214,13141899,13177113,113407454,15563575,89158,1975377,2699284,,4985114,25312508,8406131,,,18102,8424233,33736741,79670713,79670713,113407454,,10373656,3098130,,504182,0.1497,15232114,83040,931285418,1012208337,1943493755,1702526132,240967623,190310526,50657097,697914,51355011,,51355011,0.081941,14800783,296306450,38389,591747
776197,100284,WESTCHESTER GENERAL HOSPITAL,2500  SW 75 TH AVE,MIAMI,FL,33155,,33124,U,STH,1,4,01/01/2023,12/31/2023,389.18,27.08,,4316,76,11507,98,35770,,907,10,4055,125,,3853,76,10131,90,32850,,907,10,4055,140230,2006954,629964,3890606,28065304,36957581,2611654,53700581,181953229,173246920,355200149,2966502,,28065304,135471,99634,242645,1268818,,,26705746,-16981823,688778,1999841,,16996771,981873,,32451770,,2931169,12380285,,2312414,22045409,412739,191746,6517475,45559655,7492203,2249748,,,,1415639,11601642,,18203858,,,18203858,29805500,15754155,15754155,45559655,,5008666,2015105,,210713,0.12,4880159,876630,203528470,151860855,355389325,312643405,42745920,65022885,-22276965,14374873,-7902092,,-7902092,0.151184,1897586,40404309,,
776202,104070,PORT ST LUCIE HOSPITAL,2550 SE WALTON ROAD,PORT ST. LUCIE,FL,34952,ST. LUCIE,38940,U,PH,4,4,01/01/2023,12/31/2023,146.78,,,6074,,23155,75,27375,,383,,2174,75,,6074,,23155,75,27375,,383,,2174,,,,,8008157,5880205,152754,12409003,34702500,1495065,36197565,,,,,,,-130226,,,3292106,,,39983,7662,3209525,,,17175,,1292163,1427194,,56313,664390,,334114,334114,4208029,3023403,567635,,,,-20494132,-16903094,,,,,,-16903094,21111123,21111123,4208029,,,,,,,,,37899628,1495065,39394693,22763182,16631511,13888362,2743149,9121,2752270,-8594,2760864,,,,,
776210,140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,20994,U,STH,1,1,01/01/2023,12/31/2023,1052.57,,,15682,2083,50834,255,93075,,3774,558,12044,255,,14721,1643,45068,225,82125,,3774,558,12044,5215027,23553648,9845162,32711753,99145251,257677314,14860367,316542488,708121083,957547121,1665668204,24532107,,99145251,1984898,,,857599000,179288000,,1906747000,,,,1093683000,4037317000,493107000,,9176462000,,,2560427000,,,5919233000,11863519000,1177751000,13041270000,22997820000,1164041000,1245445000,,69062000,,1169746000,3648294000,2939221000,,,2151251000,5090472000,8738766000,14259054000,14259054000,22997820000,,30788024,10262675,,414612,0.0404,26702498,,709514834,957656561,1667171395,1300136882,367034513,356822565,10211948,3727328,13939276,,13939276,0.190039,25776113,255961693,,
776224,151313,WOODLAWN HOSPITAL,1400 EAST 9TH STREET,ROCHESTER,IN,46975-,FULTON,99915,R,CAH,1,8,01/01/2023,12/31/2023,238.52,,,584,47,2121,25,9125,,142,16,504,25,,487,47,1476,25,9125,,142,16,504,83332,2016007,705362,9420723,26824697,36493513,1513927,52226037,12151636,162565167,174716803,,,,,,,10780400,,,22047543,-14222212,964708,238243,,21173745,596216,830661,31256833,,,17150012,,,17776187,11765439,708019,12473458,51423390,3179845,1921553,,531422,,1504090,7136910,,7407150,,,7407150,14544060,36879330,36879330,51423390,,,,,,,,,12164479,166760068,178924547,120267912,58656635,63318210,-4661575,7578366,2916791,,2916791,0.298918,129519,29589653,,
776230,190005,UNIVERSITY MEDICAL CTR. AT NEW ORLEA,2000 CANAL STREET,NEW ORLEANS,LA,70112-3018,ORLEANS PARISH,35380,U,STH,1,2,01/01/2023,12/31/2023,2069.55,414.38,,7718,1,76425,310,113150,,961,1,10728,370,,5653,1,61608,246,89790,,961,1,10728,62237509,26332526,68627932,68627932,170865434,679171081,21017961,587609027,1254438841,1226372683,2480811524,25188675,,170875344,47925793,,,-73480,,,139337698,,13390163,13945118,,173337149,,,,154418,,148469527,,,82328202,,185535077,185535077,441200428,26641626,1985812,,,92196,497304090,526023724,,290126159,,6470304,296596463,822620187,-381419759,-381419759,441200428,,9743153,3593851,,1589104,0.4766,28028533,6811341,1254439965,1259214151,2513654116,1845569861,668084255,850036515,-181952260,51684308,-130267952,-38722548,-91545404,0.236862,1,1,,
776234,190255,PARK PLACE SURGERY CENTER,4811 AMBASSADOR CAFFERY PKWY,LAFAYETTE,LA,70508,LAFAYETTE,29180,U,STH,1,5,01/01/2023,12/31/2023,176.52,,,50,3,364,10,3650,,26,2,180,10,,50,3,364,10,3650,,26,2,180,,1517953,295736,885238,12648253,33866339,1345531,45201645,11642856,224376799,236019655,2508040,,12648253,,,,8779136,,,11552674,,1933827,982901,136024,23530417,,,,,,16986614,,,5924419,1044000,9799702,10843702,40298538,2245972,1197297,,,,339798,3783067,,4292702,,10011172,14303874,18086941,22211597,22211597,40298538,,220609,84113,,,,,,11733962,224285417,236019379,179758142,56261237,48032545,8228692,617126,8845818,,8845818,0.191516,264757,4460511,,
776237,191307,DEQUINCY MEMORIAL HOSPITAL,110 WEST FOURTH STREET,DEQUINCY,LA,70633-,CALCASIEU PARISH,29340,U,CAH,1,3,01/01/2023,12/31/2023,116,,,943,37,1435,19,17520,,35,10,76,29,,108,37,266,19,17520,,35,10,76,,731707,508426,508426,6665044,8147885,-24406,14820241,8871072,11377189,20248261,,,6665044,,,,-76542,,,2447658,,115676,,,2486792,,,28758,,182338,1332083,,,965924,,,,3452716,1352499,307487,66403,,,-200600,1525789,,4176871,,,4176871,5702660,-2249944,-2249944,3452716,,,,,,,,,8868309,11379952,20248261,9180622,11067639,14812929,-3745290,2502650,-1242640,,-1242640,0.731927,,,,
776238,193069,STERLINGTON CRITICAL ACCESS HOSPITAL,370 W HICKORY AVENUE,BASTROP,LA,71220,MOREHOUSE PARISH,33740,U,RH,5,4,01/01/2023,12/31/2023,61,,,2408,46,2616,10,3650,,193,3,217,10,,2408,46,2616,10,3650,,193,3,217,,,,,5438218,3607031,-9105,8635535,16253293,3019501,19272794,,,5438218,,,,69165,,,1551214,,,,,1620379,,,,33046,,297737,,,36972,,,,1657351,733615,575941,,,,,1309556,,,,,,1309556,347795,347795,1657351,,,,,,,,,16489779,3019501,19509280,11209568,8299712,9045249,-745537,39656,-705881,,-705881,,,,,
776239,194084,BEACON BEHAVIORAL HOSPITAL N.O. INC,14500 HAYNE BLVD 200,NEW ORLEANS,LA,70128,ORLEANS PARISH,35380,U,PH,4,4,01/01/2023,12/31/2023,155,,,640,,11710,34,12410,,68,,1208,34,,640,,11710,34,12410,,68,,1208,,,,,5416482,4721075,125969,12267444,17163365,4550250,21713615,,,,,,,3087,,,2722719,-1620061,,99106,,3981878,,,,287522,,3031476,3148,,3109377,,494499,494499,7585754,72287,105408,1399,568595,198449,-206506,739632,,2090044,,,2090044,2829676,4756078,4756078,7585754,,,,,,,,,17163365,4550250,21713615,11269612,10444003,10137557,306446,695605,1002051,,1002051,,,,,
776240,194088,ST. JAMES BEHAVIORAL HEALTH HOSP,3136 SOUTH ST. LANDRY ROAD,GONZALES,LA,70737,ASCENSION,12940,U,PH,4,4,01/01/2023,12/31/2023,80.3,,,741,,9873,32,11680,,86,,1498,32,,741,,9873,32,11680,,86,,1498,,,,,6263818,4000665,104380,9545052,15483680,5045100,20528780,,,6263818,,,,7750,,,484854,,,,,492604,,,,176237,,961870,,,72523,,,,565127,112552,,1184,,,,113736,,787754,,,787754,901490,-336363,-336363,565127,,,,,,,,,15483680,5045100,20528780,11599659,8929121,10264483,-1335362,1423703,88341,,88341,,,,,
776242,210057,AHC SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,23224,U,STH,1,1,01/01/2023,12/31/2023,1999.35,,,30052,17502,105515,397,144905,,4684,2022,20335,397,,27012,14478,86225,344,125560,,4684,2022,20335,,,,,177906610,276567583,16033352,382546120,352205845,200932054,553137899,30999819,,173027102,14582988,,,310469777,,,71373823,,5474466,1522999,,390754773,3063044,4826176,297960789,21456159,98404496,19623007,,,241340572,2719530,125374640,128094170,760189515,51203587,15151797,,5339070,5623542,19664571,96982567,,281525188,,14184320,295709508,392692075,367497440,367497440,760189515,,24748641,73206428,,,0.1959,,,352205845,205841376,558047221,102512752,455534469,454474193,1060276,30896248,31956524,38770,31917754,0.691593,,,,
776243,213029,ADVENTIST REHAB. HOSPT. OF MD,9909 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,23224,U,RH,5,1,01/01/2023,12/31/2023,440.43,,,16239,413,31866,97,35405,,1226,22,2198,97,,16239,413,31866,97,35405,,1226,22,2198,,,,,39507449,29073234,2061740,70557001,94686934,23019847,117706781,,,,,,,21793151,,,7334522,,129889,142155,,29966989,,55711,23774064,2490927,9495765,2669522,,,19988407,,4030299,4030299,53985695,2503655,3565877,,682407,,-256480,6495459,,3786311,,1669867,5456178,11951637,42034058,42034058,53985695,,,,,,,,,100440864,26124927,126565791,53171129,73394662,68580683,4813979,947255,5761234,3435165,2326069,,,,,
776250,251316,OCHSNER WATKINS HOSPITAL,605 S. ARCHUSA AVENUE,QUITMAN,MS,39355-,CLARKE,99925,R,CAH,1,2,01/01/2023,12/31/2023,85.82,,,1263,35,2674,25,9125,,37,15,105,25,,110,35,333,25,9125,,37,15,105,313372,1710406,1336603,1394628,9737496,14717336,314297,22585667,6754196,30027670,36781866,,,,,,,565915,,,6678588,-3817067,88794,,12759,4883392,1120000,348733,4245380,55842,1161415,,,,6104700,,4312064,4312064,15300156,46660,,,,41198,1946023,5362121,,6687405,,,6687405,12049526,3250630,3250630,15300156,,,,,,,,,8161888,30200673,38362561,15559307,22803254,24454832,-1651578,1847803,196225,,196225,0.614044,1189154,4559139,60119,192403
776252,271325,ST LUKE COMMUNITY HOSPITAL,107 6TH AVENUE SOUTHWEST,RONAN,MT,59864,LAKE,99927,R,CAH,1,2,01/01/2023,12/31/2023,257.47,,,1639,579,3721,25,9125,,222,285,696,100,,830,503,1972,25,9125,,222,285,696,262145,42059,280197,2005128,25520203,22703413,1270394,43283179,11491119,49428332,60919451,,,,,,,2921727,32294553,1912718,9891781,-3934415,1247194,1138937,,49756802,,5201501,15131079,,16758995,14743721,,,9879227,45468403,68222,45536625,105172654,701581,1607584,165840,,1782390,7593,5563042,9245000,,,,9245000,14808042,90364612,90364612,105172654,,,,,,,,,11491119,53618361,65109480,16793581,48315899,48223616,92283,9374647,9466930,,9466930,0.710499,7292209,12691278,157215,199696
776254,271334,LOGAN HEALTH CHESTER,315 W MADISON AVE,CHESTER,MT,59522-0705,LIBERTY,99927,R,CAH,1,2,04/01/2023,12/31/2023,49.74,,,174,73,5069,25,6875,,21,13,46,25,,73,47,145,25,6875,,21,13,46,23511,51571,84835,445580,3574542,5086539,548989,7748405,1833283,4682811,6516094,,,,,,,2881954,,,1717962,-340031,160923,236991,,8406175,160547,,3809818,,3433333,1436760,,,4178232,3792476,,3792476,16376883,209812,590158,276706,,283513,,5244056,,,,,,5244056,11132827,11132827,16376883,,,,,,,,,1861783,5280288,7142071,123995,7018076,8661081,-1643005,2034616,391611,,391611,1.189118,1209878,1320830,,
776255,271389,BIG SKY MEDICAL CENTER,334 TOWN CENTER AVE,BIG SKY,MT,59716,GALLATIN,99927,R,CAH,1,2,01/01/2023,12/31/2023,71.68,,,4,148,405,8,2920,,2,2,28,8,,4,2,52,8,2920,,2,2,28,384854,1596379,1428623,1428623,8246695,10329740,1243306,11772634,1438700,16543967,17982667,,,,,,,141952,,,6771823,-2680832,367697,4259,269143,5403874,1377818,,24377866,,,6099769,,,22769134,,1211341,1211341,29384349,381166,745923,,325000,,324382,30552160,,19563580,,4966,19568546,50120706,-20736357,-20736357,29384349,,,,,,,,,1488327,21407215,22895542,7179645,15715897,18576435,-2860538,2083629,-776909,,-776909,0.654666,1259968,1280872,47003,33687
776259,310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,07960-6136,MORRIS,35084,U,STH,1,2,01/01/2023,12/31/2023,5384.29,228.24,,73048,5078,223378,712,259880,,12273,892,41777,736,,67372,1830,180362,598,218270,,12273,892,41777,21688391,25697583,26740412,52614442,645943050,1009023243,103458980,1584357574,4581954743,3887500737,8469455480,130842991,,651435006,33823088,109285,3829332,487267108,,,608318571,-401623716,12534390,2553712,2414674,1960604626,30204695,1426297,1080786254,,,566972384,,,597882037,79388908,3012963427,3092352335,5650838998,176345065,13989401,41163099,,,154838998,365064062,1386032805,,,327706364,1713739169,2078803231,3572035767,3572035767,5650838998,,149348651,54321724,,2072347,0.0407,104198115,21999456,4753003903,3930593591,8683597494,6840378437,1843219057,1654966293,188252764,75145238,263398002,-332877340,596275342,0.187067,117456538,816101145,,
776260,310044,CAPITAL HEALTH MED CENTER - HOPEWELL,ONE CAPITAL WAY,HOPEWELL,NJ,08534-8534,MERCER,45940,U,STH,1,2,01/01/2023,12/31/2023,3051.89,43.23,,12575,5151,60626,203,77024,,2264,1626,11127,203,,11866,1935,45632,154,59139,,2264,1626,11127,16402114,37540980,18534831,18534831,357099329,366316785,35295225,414845561,3220807069,5438974910,8659781979,60855252,,356989120,9232151,,1275072,47620389,11350885,,131079295,,8164079,40248779,1724472,240187899,39473935,32465853,382710477,,193679821,236882754,,,414694368,136155269,241362430,377517699,1032399966,72795199,,,58576806,,63894891,195266896,,433295731,,504533213,937828944,1133095840,-100695874,-100695874,1032399966,,20345538,6781846,,1073567,0.1583,26530722,2402998,3220807069,5438974910,8659781979,7840451001,819330978,790364655,28966323,16688204,45654527,,45654527,0.047905,62434216,1454319728,,
776261,310045,ENGLEWOOD HOSPITAL & MED CTR,350 ENGLE STREET,ENGLEWOOD,NJ,07631-,BERGEN,35614,U,STH,1,2,01/01/2023,12/31/2023,2394.73,67.3,,23254,4302,69586,274,104050,,4922,660,14919,288,,21073,2763,57235,242,92370,,4922,660,14919,14354623,21997236,16785472,22850995,210985060,847448418,50044933,595794899,1850984130,4845692326,6696676456,57407544,,210985060,18762435,,1494622,-2237962,93707871,,153711697,-60851058,26457397,5846843,9426365,242414242,180588,1704336,192916804,,344772734,415935931,,,351271524,,307972955,307972955,901658721,70096222,11883065,2361627,18956501,145894,55311385,158754694,83818914,36212291,,166869885,286901090,445655784,357470282,456002937,901658721,,51367966,19690975,,1550862,0.0873,42260710,7245667,1872458100,5136253446,7008711546,5946051121,1062660425,1058433478,4226947,26190250,30417197,20719960,9697237,0.088969,41023052,569049447,,
